trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,landmark_imagesA,landmark_imagesB,landmark_imagesC,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,38.95446475399967,42.9537155729995,42.9537155729995,space,12.590618043000177,220349,001,2022-12-13_15h31.52.806,NavUtil_Rating,2022.2.4,None,
